Year,Country,Sector,Expenditure(million USD),GDP(%)
2006,Brazil,Transport,11750.948,1.06091
2006,Brazil,Communication,465.944,0.04207
2006,Brazil,Fuel and energy,1235.644,0.11156
2006,Brazil,Environment protection,5579.121,0.5037
2006,Brazil,Housing and community amenities,10743.605,0.96997
2006,Brazil,Health,49044.537,4.42789
2006,Brazil,Education,46621.977,4.20918
2006,Brazil,Social protection,138051.546,12.46372
2006,Brazil,General public services,163653.945,14.77519
2006,Brazil,Defence,8001.571,0.72241
2006,Brazil,Public order and safety,32067.947,2.89519
2006,Brazil,"Recreation, culture and religion",2887.589,0.2607
2006,Brazil,"General economic, commercial and labour affairs",3027.982,0.27338
2006,Brazil,Other industries,956.794,0.08638
2006,Bulgaria,Total function,11572.799,33.66092
2006,Bulgaria,"Agriculture, forestry, fishing and hunting",262.316,0.76298
2006,Bulgaria,"Mining, manufacturing and construction",28.283,0.08226
2006,Bulgaria,Transport,845.981,2.46064
2006,Bulgaria,Communication,29.899,0.08696
2006,Bulgaria,Fuel and energy,8.728,0.02539
2006,Bulgaria,Environment protection,401.9,1.16898
2006,Bulgaria,Housing and community amenities,211.875,0.61627
2006,Bulgaria,Health,1305.505,3.79722
2006,Bulgaria,Education,1241.327,3.61055
2006,Bulgaria,Social protection,3719.216,10.8178
2006,Bulgaria,General public services,1546.419,4.49795
2006,Bulgaria,Defence,550.945,1.60249
2006,Bulgaria,Public order and safety,877.945,2.55361
2006,Bulgaria,"Recreation, culture and religion",235.88,0.68609
2006,Bulgaria,"General economic, commercial and labour affairs",300.468,0.87395
2006,Bulgaria,Other industries,6.118,0.0178
2006,China,Total function,721112.995,26.20216
2006,China,"Agriculture, forestry, fishing and hunting",28711.578,1.04326
2006,China,"Mining, manufacturing and construction",14449.224,0.52502
2006,China,Transport,16149.871,0.58682
2006,China,Communication,331.099,0.01203
2006,China,Fuel and energy,3229.473,0.11735
2006,China,Environment protection,23128.04,0.84037
2006,China,Housing and community amenities,3145.444,0.11429
2006,China,Health,18117.654,0.65832
2006,China,Education,67235.737,2.44306
2006,China,Social protection,123627.971,4.49211
2006,China,General public services,131265.83,4.76964
2006,China,Defence,37809.285,1.37383
2006,China,Public order and safety,35933.055,1.30565
2006,China,"Recreation, culture and religion",9164.177,0.33299
2006,"China, Hong Kong SAR",Total function,31949.836,16.50852
2006,"China, Hong Kong SAR","Agriculture, forestry, fishing and hunting",75.826,0.03918
2006,"China, Hong Kong SAR","Mining, manufacturing and construction",326.99,0.16896
2006,"China, Hong Kong SAR",Transport,1124.767,0.58117
2006,"China, Hong Kong SAR",Communication,86.639,0.04477
2006,"China, Hong Kong SAR",Fuel and energy,11.458,0.00592
2006,"China, Hong Kong SAR",Environment protection,1031.562,0.53301
2006,"China, Hong Kong SAR",Housing and community amenities,2060.549,1.06469
2006,"China, Hong Kong SAR",Health,4384.363,2.26541
2006,"China, Hong Kong SAR",Education,6405.647,3.30981
2006,"China, Hong Kong SAR",Social protection,4258.717,2.20048
2006,"China, Hong Kong SAR",General public services,6888.279,3.55918
2006,"China, Hong Kong SAR",Defence,0,0
2006,"China, Hong Kong SAR",Public order and safety,3315.081,1.71291
2006,"China, Hong Kong SAR","Recreation, culture and religion",1128.114,0.5829
2006,"China, Hong Kong SAR","General economic, commercial and labour affairs",0,0
2006,"China, Hong Kong SAR",Other industries,0,0
2006,"China, Hong Kong SAR",RandD Economic affairs,0,0
2006,"China, Hong Kong SAR",Economic affairs n.e.c.,0,0
2006,"China, Macao SAR",Total function,2184.736,14.68819
2006,"China, Macao SAR",Environment protection,135.851,0.91334
2006,"China, Macao SAR",Housing and community amenities,45.617,0.30669
2006,"China, Macao SAR",Health,224.585,1.50991
2006,"China, Macao SAR",Education,326.317,2.19386
2006,"China, Macao SAR",Social protection,184.592,1.24103
2006,"China, Macao SAR",General public services,388.931,2.61482
2006,"China, Macao SAR",Defence,0,0
2006,"China, Macao SAR",Public order and safety,343.564,2.30981
2006,"China, Macao SAR","Recreation, culture and religion",156.597,1.05282
2006,Croatia,Total function,3034.009,5.95897
2006,Croatia,"Agriculture, forestry, fishing and hunting",78.18,0.15355
2006,Croatia,"Mining, manufacturing and construction",14.577,0.02863
2006,Croatia,Transport,341.711,0.67114
2006,Croatia,Communication,0.661,0.0013
2006,Croatia,Fuel and energy,1.785,0.00351
2006,Croatia,Environment protection,33.681,0.06615
2006,Croatia,Housing and community amenities,127.002,0.24944
2006,Croatia,Health,423.458,0.8317
2006,Croatia,Education,338.338,0.66452
2006,Croatia,Social protection,939.456,1.84515
2006,Croatia,General public services,257.404,0.50556
2006,Croatia,Defence,85.909,0.16873
2006,Croatia,Public order and safety,158.467,0.31124
2006,Croatia,"Recreation, culture and religion",110.629,0.21728
2006,Croatia,"General economic, commercial and labour affairs",86.375,0.16965
2006,Croatia,Other industries,11.595,0.02277
2006,Croatia,RandD Economic affairs,5.034,0.00989
2006,Croatia,Economic affairs n.e.c.,19.744,0.03878
2006,Cyprus,Total function,7774.166,38.09849
2006,Cyprus,"Agriculture, forestry, fishing and hunting",222.743,1.09159
2006,Cyprus,"Mining, manufacturing and construction",5.148,0.02523
2006,Cyprus,Transport,219.604,1.0762
2006,Cyprus,Communication,29.758,0.14583
2006,Cyprus,Fuel and energy,36.789,0.18029
2006,Cyprus,Environment protection,54.242,0.26582
2006,Cyprus,Housing and community amenities,421.505,2.06565
2006,Cyprus,Health,565.396,2.77081
2006,Cyprus,Education,1127.151,5.52378
2006,Cyprus,Social protection,2129.998,10.43838
2006,Cyprus,General public services,1728.206,8.46934
2006,Cyprus,Defence,372.034,1.82321
2006,Cyprus,Public order and safety,384.213,1.8829
2006,Cyprus,"Recreation, culture and religion",209.936,1.02882
2006,Cyprus,"General economic, commercial and labour affairs",51.731,0.25351
2006,Cyprus,Other industries,174.152,0.85346
2006,Cyprus,RandD Economic affairs,36.789,0.18029
2006,Cyprus,Economic affairs n.e.c.,4.771,0.02338
2006,Czechia,Total function,64787.927,41.4605
2006,Czechia,"Agriculture, forestry, fishing and hunting",942.972,0.60345
2006,Czechia,"Mining, manufacturing and construction",121.838,0.07797
2006,Czechia,Transport,6725.385,4.30386
2006,Czechia,Communication,24.961,0.01597
2006,Czechia,Fuel and energy,298.023,0.19072
2006,Czechia,Environment protection,1663.954,1.06483
2006,Czechia,Housing and community amenities,1877.756,1.20165
2006,Czechia,Health,10838.8,6.9362
2006,Czechia,Education,7632.288,4.88422
2006,Czechia,Social protection,18587.394,11.89485
2006,Czechia,General public services,6783.096,4.34079
2006,Czechia,Defence,1781.587,1.14011
2006,Czechia,Public order and safety,3181.462,2.03595
2006,Czechia,"Recreation, culture and religion",2307.885,1.47691
2006,Czechia,"General economic, commercial and labour affairs",771.832,0.49393
2006,Czechia,Other industries,259.298,0.16594
2006,Czechia,RandD Economic affairs,259.564,0.16611
2006,Czechia,Economic affairs n.e.c.,729.833,0.46705
2006,Denmark,Total function,140961.366,49.82975
2006,Denmark,"Agriculture, forestry, fishing and hunting",582.164,0.20579
2006,Denmark,"Mining, manufacturing and construction",50.447,0.01783
2006,Denmark,Transport,4704.564,1.66306
2006,Denmark,Communication,99.045,0.03501
2006,Denmark,Fuel and energy,378.524,0.13381
2006,Denmark,Environment protection,1624.913,0.57441
2006,Denmark,Housing and community amenities,517.423,0.18291
2006,Denmark,Health,20787.558,7.34839
2006,Denmark,Education,17514.357,6.19131
2006,Denmark,Social protection,61296.383,21.66823
2006,Denmark,General public services,19102.612,6.75276
2006,Denmark,Defence,4330.412,1.5308
2006,Denmark,Public order and safety,2569.122,0.90818
2006,Denmark,"Recreation, culture and religion",4339.997,1.53419
2006,Denmark,"General economic, commercial and labour affairs",2323.275,0.82128
2006,Denmark,Other industries,101.736,0.03596
2006,Denmark,RandD Economic affairs,531.044,0.18772
2006,Denmark,Economic affairs n.e.c.,107.453,0.03798
2006,Egypt,Total function,38309.195,35.55658
2006,Egypt,"Agriculture, forestry, fishing and hunting",956.539,0.88781
2006,Egypt,"Mining, manufacturing and construction",497.247,0.46152
2006,Egypt,Transport,347.679,0.3227
2006,Egypt,Communication,104.34,0.09684
2006,Egypt,Fuel and energy,71.461,0.06633
2006,Egypt,Environment protection,71.897,0.06673
2006,Egypt,Housing and community amenities,979.197,0.90884
2006,Egypt,Health,1685.84,1.56471
2006,Egypt,Education,4471.595,4.1503
2006,Egypt,Social protection,14725.893,13.6678
2006,Egypt,General public services,9046.728,8.3967
2006,Egypt,Defence,2779.11,2.57942
2006,Egypt,Public order and safety,1835.53,1.70364
2006,Egypt,"Recreation, culture and religion",1331.725,1.23604
2006,El Salvador,Total function,3973.2,24.83268
2006,Estonia,Total function,5696.652,33.44747
2006,Estonia,"Agriculture, forestry, fishing and hunting",104.717,0.61484
2006,Estonia,"Mining, manufacturing and construction",4.897,0.02875
2006,Estonia,Transport,477.253,2.80216
2006,Estonia,Communication,9.919,0.05824
2006,Estonia,Fuel and energy,20.215,0.11869
2006,Estonia,Environment protection,134.977,0.79251
2006,Estonia,Housing and community amenities,2.135,0.01253
2006,Estonia,Health,734.274,4.31124
2006,Estonia,Education,997.824,5.85865
2006,Estonia,Social protection,1568.62,9.21003
2006,Estonia,General public services,585.109,3.43542
2006,Estonia,Defence,220.734,1.29602
2006,Estonia,Public order and safety,340.518,1.99933
2006,Estonia,"Recreation, culture and religion",375.424,2.20427
2006,Estonia,"General economic, commercial and labour affairs",44.699,0.26245
2006,Estonia,Other industries,21.345,0.12533
2006,Estonia,RandD Economic affairs,36.789,0.216
2006,Estonia,Economic affairs n.e.c.,16.825,0.09879
2006,Fiji,Total function,883.585,28.72211
2006,Fiji,Environment protection,1.935,0.0629
2006,Fiji,Housing and community amenities,83.153,2.703
2006,Fiji,Health,82.593,2.68479
2006,Fiji,Education,197.751,6.42817
2006,Fiji,Social protection,35.067,1.13989
2006,Fiji,General public services,220.688,7.17377
2006,Fiji,Defence,47.722,1.55128
2006,Fiji,Public order and safety,82.899,2.69474
2006,Fiji,"Recreation, culture and religion",6.088,0.1979
2006,Finland,Total function,104354.074,48.1124
2006,Finland,"Agriculture, forestry, fishing and hunting",2467.252,1.13753
2006,Finland,"Mining, manufacturing and construction",182.062,0.08394
2006,Finland,Transport,4225.09,1.94798
2006,Finland,Communication,64.036,0.02952
2006,Finland,Fuel and energy,32.646,0.01505
2006,Finland,Environment protection,681.79,0.31434
2006,Finland,Housing and community amenities,608.965,0.28076
2006,Finland,Health,14484.588,6.67811
2006,Finland,Education,12959.035,5.97476
2006,Finland,Social protection,42591.168,19.63664
2006,Finland,General public services,14908.98,6.87378
2006,Finland,Defence,3086.262,1.42292
2006,Finland,Public order and safety,2663.125,1.22783
2006,Finland,"Recreation, culture and religion",2271.378,1.04722
2006,Finland,"General economic, commercial and labour affairs",1703.848,0.78556
2006,Finland,Other industries,0,0
2006,Finland,RandD Economic affairs,1212.908,0.55921
2006,Finland,Economic affairs n.e.c.,210.941,0.09725
2006,France,Total function,1227001.305,52.81838
2006,France,"Agriculture, forestry, fishing and hunting",9565.152,0.41175
2006,France,"Mining, manufacturing and construction",639.1,0.02751
2006,France,Transport,44745.775,1.92616
2006,France,Communication,218.474,0.0094
2006,France,Fuel and energy,5553.514,0.23906
2006,France,Environment protection,20785.183,0.89473
2006,France,Housing and community amenities,26318.607,1.13293
2006,France,Health,176011.099,7.5767
2006,France,Education,127056.556,5.46937
2006,France,Social protection,501049.222,21.56852
2006,France,General public services,160014.77,6.88811
2006,France,Defence,41586.689,1.79017
2006,France,Public order and safety,34260.269,1.47479
2006,France,"Recreation, culture and religion",32987.092,1.41999
2006,France,"General economic, commercial and labour affairs",18972.098,0.81669
2006,France,Other industries,6539.159,0.28149
2006,France,RandD Economic affairs,18797.57,0.80917
2006,France,Economic affairs n.e.c.,1897.21,0.08167
2006,Georgia,Total function,1943.572,23.85382
2006,Georgia,"Agriculture, forestry, fishing and hunting",41.788,0.51287
2006,Georgia,"Mining, manufacturing and construction",0.112,0.00138
2006,Georgia,Transport,101.998,1.25184
2006,Georgia,Communication,0,0
2006,Georgia,Fuel and energy,50.325,0.61765
2006,Georgia,Environment protection,10.728,0.13166
2006,Georgia,Housing and community amenities,252.186,3.09512
2006,Georgia,Health,126.823,1.55652
2006,Georgia,Education,232.471,2.85317
2006,Georgia,Social protection,387.546,4.75643
2006,Georgia,General public services,373.898,4.58892
2006,Georgia,Defence,405.632,4.97839
2006,Georgia,Public order and safety,214.948,2.63809
2006,Georgia,"Recreation, culture and religion",78.071,0.95818
2006,Georgia,"General economic, commercial and labour affairs",13.143,0.1613
2006,Georgia,Other industries,20.276,0.24885
2006,Georgia,RandD Economic affairs,4.156,0.05101
2006,Germany,Total function,1354663.06,45.27551
2006,Germany,"Agriculture, forestry, fishing and hunting",7028.842,0.23492
2006,Germany,"Mining, manufacturing and construction",7667.942,0.25628
2006,Germany,Transport,48957.054,1.63624
2006,Germany,Communication,204.663,0.00684
2006,Germany,Fuel and energy,4557.824,0.15233
2006,Germany,Environment protection,16799.912,0.56149
2006,Germany,Housing and community amenities,27171.159,0.90811
2006,Germany,Health,192451.91,6.43212
2006,Germany,Education,120545.021,4.02885
2006,Germany,Social protection,597254.459,19.96142
2006,Germany,General public services,185102.89,6.1865
2006,Germany,Defence,29163.794,0.97471
2006,Germany,Public order and safety,46114.378,1.54123
2006,Germany,"Recreation, culture and religion",33253.279,1.11139
2006,Germany,"General economic, commercial and labour affairs",24244.358,0.81029
2006,Germany,Other industries,5559.792,0.18582
2006,Germany,RandD Economic affairs,4358.184,0.14566
2006,Germany,Economic affairs n.e.c.,4227.601,0.14129
2006,Greece,Total function,123415.32,45.15684
2006,Greece,"Agriculture, forestry, fishing and hunting",144.394,0.05283
2006,Greece,"Mining, manufacturing and construction",646.633,0.2366
2006,Greece,Transport,6772.7,2.47809
2006,Greece,Communication,1.256,0.00046
2006,Greece,Fuel and energy,0,0
2006,Greece,Environment protection,2110.662,0.77228
2006,Greece,Housing and community amenities,647.889,0.23706
2006,Greece,Health,16129.422,5.90165
2006,Greece,Education,9978.244,3.65097
2006,Greece,Social protection,41368.214,15.13635
2006,Greece,General public services,30217.241,11.05629
2006,Greece,Defence,7052.699,2.58054
2006,Greece,Public order and safety,3908.679,1.43016
2006,Greece,"Recreation, culture and religion",2010.214,0.73552
2006,Greece,"General economic, commercial and labour affairs",1023.313,0.37442
2006,Greece,Other industries,94.17,0.03446
2006,Greece,RandD Economic affairs,0,0
2006,Greece,Economic affairs n.e.c.,1309.59,0.47917
2006,Hungary,Total function,59428.808,51.35764
2006,Hungary,"Agriculture, forestry, fishing and hunting",1415.457,1.22322
2006,Hungary,"Mining, manufacturing and construction",137.526,0.11885
2006,Hungary,Transport,3833.062,3.31248
2006,Hungary,Communication,118.166,0.10212
2006,Hungary,Fuel and energy,8.689,0.00751
2006,Hungary,Environment protection,808.237,0.69847
2006,Hungary,Housing and community amenities,1150.116,0.99392
2006,Hungary,Health,6541.651,5.65321
2006,Hungary,Education,6840.525,5.9115
2006,Hungary,Social protection,19896.93,17.19468
2006,Hungary,General public services,11071.99,9.56828
2006,Hungary,Defence,1562.151,1.34999
2006,Hungary,Public order and safety,2438.429,2.10726
2006,Hungary,"Recreation, culture and religion",1905.613,1.64681
2006,Hungary,"General economic, commercial and labour affairs",807.139,0.69752
2006,Hungary,Other industries,290.998,0.25148
2006,Hungary,RandD Economic affairs,121.127,0.10468
2006,Hungary,Economic affairs n.e.c.,481.002,0.41568
2006,Iceland,Total function,7831.173,44.83842
2006,Iceland,"Agriculture, forestry, fishing and hunting",192.321,1.10116
2006,Iceland,"Mining, manufacturing and construction",8.273,0.04737
2006,Iceland,Transport,599.221,3.43092
2006,Iceland,Communication,6.811,0.039
2006,Iceland,Fuel and energy,42.482,0.24324
2006,Iceland,Environment protection,109.663,0.62789
2006,Iceland,Housing and community amenities,118.5,0.67849
2006,Iceland,Health,1324.841,7.58555
2006,Iceland,Education,1339.354,7.66865
2006,Iceland,Social protection,1390.092,7.95916
2006,Iceland,General public services,1659.351,9.50084
2006,Iceland,Defence,10.966,0.06279
2006,Iceland,Public order and safety,245.251,1.40422
2006,Iceland,"Recreation, culture and religion",606.661,3.47352
2006,Iceland,"General economic, commercial and labour affairs",85.448,0.48924
2006,Iceland,Other industries,11.875,0.06799
2006,Iceland,RandD Economic affairs,65.869,0.37714
2006,Iceland,Economic affairs n.e.c.,14.193,0.08126
2006,Iran (Islamic Republic of),Total function,76289.211,28.03887
2006,Iran (Islamic Republic of),Environment protection,1039.526,0.38206
2006,Iran (Islamic Republic of),Housing and community amenities,3996.786,1.46895
2006,Iran (Islamic Republic of),Health,3965.339,1.4574
2006,Iran (Islamic Republic of),Education,3007.433,1.10533
2006,Iran (Islamic Republic of),Social protection,21245.144,7.80831
2006,Iran (Islamic Republic of),General public services,7161.946,2.63226
2006,Iran (Islamic Republic of),Defence,8863.124,3.2575
2006,Iran (Islamic Republic of),Public order and safety,4273.595,1.57069
2006,Iran (Islamic Republic of),"Recreation, culture and religion",2701.98,0.99307
2006,Ireland,Total function,77925.916,33.59247
2006,Ireland,"Agriculture, forestry, fishing and hunting",1023.639,0.44127
2006,Ireland,"Mining, manufacturing and construction",201.285,0.08677
2006,Ireland,Transport,5015.263,2.16199
2006,Ireland,Communication,52.208,0.02251
2006,Ireland,Fuel and energy,126.966,0.05473
2006,Ireland,Environment protection,2184.039,0.9415
2006,Ireland,Housing and community amenities,2955.14,1.27391
2006,Ireland,Health,13774.71,5.93803
2006,Ireland,Education,9314.735,4.01542
2006,Ireland,Social protection,27912.175,12.03244
2006,Ireland,General public services,8006.941,3.45165
2006,Ireland,Defence,860.763,0.37106
2006,Ireland,Public order and safety,3322.214,1.43215
2006,Ireland,"Recreation, culture and religion",1409.837,0.60776
2006,Ireland,"General economic, commercial and labour affairs",542.795,0.23399
2006,Ireland,Other industries,358.662,0.15461
2006,Ireland,RandD Economic affairs,630.085,0.27162
2006,Ireland,Economic affairs n.e.c.,234.483,0.10108
2006,Israel,Total function,67204.502,43.59818
2006,Israel,Environment protection,902.588,0.58554
2006,Israel,Housing and community amenities,645.425,0.41871
2006,Israel,Health,7718.952,5.00758
2006,Israel,Education,9844.355,6.38642
2006,Israel,Social protection,16367.757,10.6184
2006,Israel,General public services,11474.802,7.44415
2006,Israel,Defence,11655.97,7.56168
2006,Israel,Public order and safety,2413.344,1.56563
2006,Israel,"Recreation, culture and religion",1949.085,1.26445
2006,Italy,Total function,931761.053,47.8361
2006,Italy,"Agriculture, forestry, fishing and hunting",8220.029,0.42201
2006,Italy,"Mining, manufacturing and construction",10073.669,0.51718
2006,Italy,Transport,56334.827,2.8922
2006,Italy,Communication,2356.759,0.12099
2006,Italy,Fuel and energy,5208.726,0.26741
2006,Italy,Environment protection,13473.831,0.69174
2006,Italy,Housing and community amenities,12274.609,0.63017
2006,Italy,Health,134522.347,6.9063
2006,Italy,Education,85252.398,4.37681
2006,Italy,Social protection,336371.158,17.26911
2006,Italy,General public services,178639.067,9.17123
2006,Italy,Defence,23534.944,1.20827
2006,Italy,Public order and safety,35584.926,1.82691
2006,Italy,"Recreation, culture and religion",13502.584,0.69322
2006,Italy,"General economic, commercial and labour affairs",4457.501,0.22885
2006,Italy,Other industries,3846.15,0.19746
2006,Italy,RandD Economic affairs,7846.237,0.40282
2006,Italy,Economic affairs n.e.c.,261.29,0.01341
2006,Japan,Total function,1590208.896,34.55727
2006,Japan,"Agriculture, forestry, fishing and hunting",37716.474,0.81963
2006,Japan,"Mining, manufacturing and construction",10625.17,0.2309
2006,Japan,Transport,62194.693,1.35157
2006,Japan,Communication,1719.701,0.03737
2006,Japan,Fuel and energy,4490.998,0.0976
2006,Japan,Environment protection,53598.77,1.16477
2006,Japan,Housing and community amenities,36365.649,0.79027
2006,Japan,Health,275557.091,5.98821
2006,Japan,Education,156650.11,3.40421
2006,Japan,Social protection,593490.185,12.8973
2006,Japan,General public services,199961.631,4.34542
2006,Japan,Defence,39928.009,0.86769
2006,Japan,Public order and safety,55456.906,1.20515
2006,Japan,"Recreation, culture and religion",15701.727,0.34122
2006,Japan,"General economic, commercial and labour affairs",8058.517,0.17512
2006,Japan,Other industries,27093.883,0.58878
2006,Japan,RandD Economic affairs,10912.36,0.23714
2006,Japan,Economic affairs n.e.c.,690.46,0.015
2006,Kazakhstan,Total function,21277.114,26.26679
2006,Kazakhstan,Environment protection,82.687,0.10208
2006,Kazakhstan,Housing and community amenities,1489.82,1.8392
2006,Kazakhstan,Health,2107.575,2.60182
2006,Kazakhstan,Education,2863.66,3.53521
2006,Kazakhstan,Social protection,3394.957,4.19111
2006,Kazakhstan,General public services,5663.546,6.9917
2006,Kazakhstan,Defence,795.004,0.98144
2006,Kazakhstan,Public order and safety,1428.447,1.76343
2006,Kazakhstan,"Recreation, culture and religion",671.49,0.82896
2006,"Korea, Republic of",Total function,300535.045,28.53496
2006,"Korea, Republic of",Environment protection,10100.898,0.95905
2006,"Korea, Republic of",Housing and community amenities,11507.725,1.09263
2006,"Korea, Republic of",Health,30763.89,2.92095
2006,"Korea, Republic of",Education,43182.18,4.10003
2006,"Korea, Republic of",Social protection,45690.081,4.33815
2006,"Korea, Republic of",General public services,45242.701,4.29567
2006,"Korea, Republic of",Defence,23828.04,2.26241
2006,"Korea, Republic of",Public order and safety,11574.717,1.09899
2006,"Korea, Republic of","Recreation, culture and religion",7939.261,0.75381
2006,Kuwait,Total function,40819.357,40.19276
2006,Kuwait,Environment protection,20.677,0.02036
2006,Kuwait,Housing and community amenities,3570.244,3.51544
2006,Kuwait,Health,1864.384,1.83577
2006,Kuwait,Education,3642.614,3.5867
2006,Kuwait,Social protection,10279.96,10.12216
2006,Kuwait,General public services,3801.138,3.74279
2006,Kuwait,Public order and safety,2364.081,2.32779
2006,Kuwait,"Recreation, culture and religion",854.653,0.84153
2006,Latvia,Total function,7878.167,36.5231
2006,Latvia,"Agriculture, forestry, fishing and hunting",207.35,0.96127
2006,Latvia,"Mining, manufacturing and construction",12.443,0.05769
2006,Latvia,Transport,775.784,3.59653
2006,Latvia,Communication,26.43,0.12253
2006,Latvia,Fuel and energy,117.373,0.54414
2006,Latvia,Environment protection,140.263,0.65026
2006,Latvia,Housing and community amenities,299.335,1.38771
2006,Latvia,Health,913.913,4.23689
2006,Latvia,Education,1209.38,5.60667
2006,Latvia,Social protection,1905.622,8.83445
2006,Latvia,General public services,896.359,4.15551
2006,Latvia,Defence,309.204,1.43347
2006,Latvia,Public order and safety,551.949,2.55883
2006,Latvia,"Recreation, culture and religion",346.796,1.60774
2006,Latvia,"General economic, commercial and labour affairs",96.643,0.44804
2006,Latvia,Other industries,8.852,0.04104
2006,Latvia,RandD Economic affairs,2.75,0.01275
2006,Latvia,Economic affairs n.e.c.,57.732,0.26765
2006,Lithuania,Total function,10373.368,34.37619
2006,Lithuania,"Agriculture, forestry, fishing and hunting",373.051,1.23625
2006,Lithuania,"Mining, manufacturing and construction",29.055,0.09628
2006,Lithuania,Transport,645.767,2.14
2006,Lithuania,Communication,19.123,0.06337
2006,Lithuania,Fuel and energy,53.187,0.17626
2006,Lithuania,Environment protection,228.042,0.75571
2006,Lithuania,Housing and community amenities,95.024,0.3149
2006,Lithuania,Health,1381.661,4.57867
2006,Lithuania,Education,1624.28,5.38269
2006,Lithuania,Social protection,3197.219,10.59523
2006,Lithuania,General public services,1269.636,4.20743
2006,Lithuania,Defence,465.676,1.5432
2006,Lithuania,Public order and safety,535.111,1.7733
2006,Lithuania,"Recreation, culture and religion",301.444,0.99895
2006,Lithuania,"General economic, commercial and labour affairs",60.922,0.20189
2006,Lithuania,Other industries,15.858,0.05255
2006,Lithuania,RandD Economic affairs,1.155,0.00383
2006,Lithuania,Economic affairs n.e.c.,77.169,0.25573
2006,Luxembourg,Total function,16903.185,39.42707
2006,Luxembourg,"Agriculture, forestry, fishing and hunting",172.959,0.40343
2006,Luxembourg,"Mining, manufacturing and construction",39.903,0.09307
2006,Luxembourg,Transport,1692.271,3.94726
2006,Luxembourg,Communication,19.01,0.04434
2006,Luxembourg,Fuel and energy,97.962,0.2285
2006,Luxembourg,Environment protection,298.041,0.69519
2006,Luxembourg,Housing and community amenities,256.67,0.59869
2006,Luxembourg,Health,2113.21,4.92911
2006,Luxembourg,Education,1897.8,4.42666
2006,Luxembourg,Social protection,6903.973,16.10368
2006,Luxembourg,General public services,2053.268,4.7893
2006,Luxembourg,Defence,97.045,0.22636
2006,Luxembourg,Public order and safety,414.938,0.96785
2006,Luxembourg,"Recreation, culture and religion",496.439,1.15795
2006,Luxembourg,"General economic, commercial and labour affairs",176.311,0.41125
2006,Luxembourg,Other industries,36.525,0.0852
2006,Luxembourg,RandD Economic affairs,131.687,0.30716
2006,Luxembourg,Economic affairs n.e.c.,5.173,0.01207
2006,Malaysia,Total function,38495.454,23.66152
2006,Malaysia,Housing and community amenities,1967.648,1.20943
2006,Malaysia,Health,2723.62,1.67409
2006,Malaysia,Education,8434.223,5.18416
2006,Malaysia,General public services,12398.094,7.62058
2006,Malaysia,Defence,3266.2,2.00759
2006,Malaysia,Public order and safety,2012.907,1.23725
2006,Maldives,Total function,552.047,35.04614
2006,Maldives,"Agriculture, forestry, fishing and hunting",8.75,0.55548
2006,Maldives,"Mining, manufacturing and construction",11.367,0.72163
2006,Maldives,Transport,36.461,2.31469
2006,Maldives,Fuel and energy,2.352,0.14929
2006,Maldives,Environment protection,5.516,0.35015
2006,Maldives,Housing and community amenities,100.711,6.39353
2006,Maldives,Health,53.742,3.41177
2006,Maldives,Education,82.172,5.2166
2006,Maldives,Social protection,23.492,1.49138
2006,Maldives,General public services,123.477,7.83878
2006,Maldives,Defence,32.711,2.07662
2006,Maldives,Public order and safety,39.219,2.48976
2006,Maldives,"Recreation, culture and religion",24.203,1.53651
2006,Maldives,Economic affairs n.e.c.,7.875,0.49994
2006,Maldives,Others,21.047,1.33614
2006,Malta,Total function,2862.263,42.06616
2006,Malta,"Agriculture, forestry, fishing and hunting",67.928,0.99832
2006,Malta,"Mining, manufacturing and construction",61.273,0.90052
2006,Malta,Transport,92.035,1.35263
2006,Malta,Communication,4.771,0.07012
2006,Malta,Fuel and energy,30.637,0.45026
2006,Malta,Environment protection,103.587,1.5224
2006,Malta,Housing and community amenities,50.726,0.74551
2006,Malta,Health,408.823,6.0084
2006,Malta,Education,369.397,5.42896
2006,Malta,Social protection,897.125,13.18489
2006,Malta,General public services,488.428,7.17834
2006,Malta,Defence,46.583,0.68462
2006,Malta,Public order and safety,95.3,1.40061
2006,Malta,"Recreation, culture and religion",36.663,0.53884
2006,Malta,"General economic, commercial and labour affairs",61.524,0.90421
2006,Malta,Other industries,45.076,0.66247
2006,Malta,RandD Economic affairs,2.26,0.03322
2006,Malta,Economic affairs n.e.c.,0,0
2006,Mauritius,Total function,1551.835,22.07821
2006,Mauritius,"Agriculture, forestry, fishing and hunting",0,0
2006,Mauritius,"Mining, manufacturing and construction",0,0
2006,Mauritius,Transport,53.094,0.75537
2006,Mauritius,Fuel and energy,0,0
2006,Mauritius,Environment protection,81.169,1.1548
2006,Mauritius,Housing and community amenities,55.428,0.78858
2006,Mauritius,Health,137.826,1.96087
2006,Mauritius,Education,240.037,3.41504
2006,Mauritius,Social protection,377.194,5.3664
2006,Mauritius,General public services,306.455,4.35999
2006,Mauritius,Defence,10.985,0.15628
2006,Mauritius,Public order and safety,125.807,1.78988
2006,Mauritius,"Recreation, culture and religion",26.489,0.37686
2006,"Moldova, Republic of",Total function,1374.984,33.6137
2006,"Moldova, Republic of","Agriculture, forestry, fishing and hunting",52.113,1.27399
2006,"Moldova, Republic of","Mining, manufacturing and construction",3.107,0.07596
2006,"Moldova, Republic of",Transport,38.649,0.94483
2006,"Moldova, Republic of",Communication,0,0
